"","symbol","entrez","entrez_mouse","symbol_mouse"
"14530","TMTC2","160335","278279","Tmtc2"
"14531","CLEC12A","160364","232413","Clec12a"
"14532","TMTC3","160418","237500","Tmtc3"
"14533","C12orf50","160419","66605","1700017N19Rik"
"14534","ALDH1L2","160428","216188","Aldh1l2"
"14535","LMNTD1","160492","74071","Lmntd1"
"14536","DENND5B","160518","320560","Dennd5b"
"14537","GRASP","160622","56149","Grasp"
"14538","SLC5A8","160728","216225","Slc5a8"
"14539","PPTC7","160760","320717","Pptc7"
"14540","CCDC63","160762","330188","Ccdc63"
"14541","CCDC60","160777","269693","Ccdc60"
"14542","DGKH","160851","380921","Dgkh"
"14543","CCDC122","160857","108811","Ccdc122"
"14544","GPR180","160897","58245","Gpr180"
"14545","STOML3","161003","229277","Stoml3"
"14546","FAM71D","161142","70897","Fam71d"
"14547","TMEM229B","161145","268567","Tmem229b"
"14548","SYNE3","161176","212073","Syne3"
"14549","CLEC14A","161198","66864","Clec14a"
"14550","FITM1","161247","68680","Fitm1"
"14551","REM2","161253","140743","Rem2"
"14552","TMEM30B","161291","238257","Tmem30b"
"14553","MDGA2","161357","320772","Mdga2"
"14554","SAMD15","161394","238333","Samd15"
"14555","NOP9","161424","67842","Nop9"
"14556","EML5","161436","319670","Eml5"
"14557","STRC","161497","140476","Strc"
"14558","CFAP161","161502","75556","Cfap161"
"14559","TBC1D21","161514","74286","Tbc1d21"
"14560","DNAAF4","161582","67685","Dyx1c1"
"14561","OTUD7A","161725","170711","Otud7a"
"14562","SPRED1","161742","114715","Spred1"
"14563","ODF3L1","161753","382075","Odf3l1"
"14564","ADAL","161823","75894","Adal"
"14565","EXD1","161829","241624","Exd1"
"14566","FSIP1","161835","71313","Fsip1"
"14567","ZFPM1","161882","22761","Zfpm1"
"14568","ADAD2","161931","75773","Adad2"
"14569","ITPRIPL2","162073","319622","Itpripl2"
"14570","ZFP1","162239","22640","Zfp1"
"14571","ANKFN1","162282","382543","Ankfn1"
"14572","MARCH10","162333","632687","March10"
"14573","MFSD6L","162387","215723","Mfsd6l"
"14574","SLFN5","162394","327978","Slfn5"
"14575","NAGS","162417","217214","Nags"
"14576","RETREG3","162427","67998","Retreg3"
"14577","PHOSPHO1","162466","237928","Phospho1"
"14578","RHBDL3","162494","246104","Rhbdl3"
"14579","TRPV3","162514","246788","Trpv3"
"14580","SLC16A11","162515","216867","Slc16a11"
"14581","FBXO39","162517","628100","Fbxo39"
"14582","SPPL2C","162540","237958","Sppl2c"
"14583","KRT28","162605","70843","Krt28"
"14584","ZNF519","162655","56220","Zfp386"
"14585","C18orf54","162681","269033","4930503L19Rik"
"14586","ZNF296","162979","63872","Zfp296"
"14587","DEDD2","162989","67379","Dedd2"
"14588","ZNF846","162993","244721","Zfp846"
"14589","ZNF579","163033","68490","Zfp579"
"14590","ZNF791","163049","244556","Zfp791"
"14591","ZNF433","163059","73610","Zfp433"
"14592","ZNF567","163081","245368","Zfp300"
"14593","ZNF383","163087","73729","Zfp383"
"14594","EID2","163126","386655","Eid2"
"14595","ZNF780B","163131","338354","Zfp780b"
"14596","PRR22","163154","100504446","Prr22"
"14597","LGI4","163175","243914","Lgi4"
"14598","SYNE4","163183","233066","Syne4"
"14599","ZNF676","163223","212569","Zfp273"
"14600","DENND2C","163259","329727","Dennd2c"
"14601","GBP6","163351","17472","Gbp4"
"14602","PLPPR5","163404","75769","Plppr5"
"14603","FNDC7","163479","320181","Fndc7"
"14604","DENND1B","163486","329260","Dennd1b"
"14605","TDRD5","163589","214575","Tdrd5"
"14606","TOR1AIP2","163590","240832","Tor1aip2"
"14607","IFNLR1","163702","242700","Ifnlr1"
"14608","CITED4","163732","56222","Cited4"
"14609","LEXM","163747","242602","Lexm"
"14610","KANK4","163782","242553","Kank4"
"14611","SASS6","163786","72776","Sass6"
"14612","SDE2","163859","208768","Sde2"
"14613","CNST","163882","226744","Cnst"
"14614","FAM43B","163933","625638","Fam43b"
"14615","HFM1","164045","330149","Hfm1"
"14616","PAQR7","164091","71904","Paqr7"
"14617","TTC24","164118","214191","Ttc24"
"14618","CCDC185","164127","433386","Ccdc185"
"14619","UBL4B","164153","67591","Ubl4b"
"14620","LRRN4","164312","320974","Lrrn4"
"14621","TTLL9","164395","74711","Ttll9"
"14622","CCDC116","164592","76872","Ccdc116"
"14623","CABP7","164633","192650","Cabp7"
"14624","TMPRSS6","164656","71753","Tmprss6"
"14625","WBP2NL","164684","74716","Wbp2nl"
"14626","TTLL8","164714","239591","Ttll8"
"14627","LONRF2","164832","381338","Lonrf2"
"14628","CCDC138","165055","76138","Ccdc138"
"14629","ADGRF3","165082","381628","Adgrf3"
"14630","TEX44","165100","71863","Tex44"
"14631","TOGARAM2","165186","320159","Togaram2"
"14632","FAM171B","165215","241520","Fam171b"
"14633","C1QL2","165257","226359","C1ql2"
"14634","UBXN2A","165324","217379","Ubxn2a"
"14635","CLEC4F","165530","51811","Clec4f"
"14636","DQX1","165545","93838","Dqx1"
"14637","SPTSSB","165679","66183","Sptssb"
"14638","DNAJB8","165721","56691","Dnajb8"
"14639","GPR156","165829","239845","Gpr156"
"14640","XIRP1","165904","22437","Xirp1"
"14641","RNF168","165918","70238","Rnf168"
"14642","CHST13","166012","71797","Chst13"
"14643","PRICKLE2","166336","243548","Prickle2"
"14644","KBTBD12","166348","74589","Kbtbd12"
"14645","SPATA5","166378","57815","Spata5"
"14646","BBS12","166379","241950","Bbs12"
"14647","DCLK2","166614","70762","Dclk2"
"14648","ADGRA3","166647","70693","Adgra3"
"14649","TRIM60","166655","234329","Trim60"
"14650","FREM3","166752","333315","Frem3"
"14651","MMAA","166785","109136","Mmaa"
"14652","ZBTB49","166793","75079","Zbtb49"
"14653","TIGD2","166815","68140","Tigd2"
"14654","RASSF6","166824","73246","Rassf6"
"14655","RBM46","166863","633285","Rbm46"
"14656","SGMS2","166929","74442","Sgms2"
"14657","MIER3","166968","218613","Mier3"
"14658","CDC20B","166979","238896","Cdc20b"
"14659","PAPD4","167153","100715","Papd4"
"14660","DCP2","167227","70640","Dcp2"
"14661","NIM1K","167359","245269","Nim1k"
"14662","LIX1","167410","66643","Lix1"
"14663","ZNF366","167465","238803","Zfp366"
"14664","FAM151B","167555","73942","Fam151b"
"14665","PRSS35","167681","244954","Prss35"
"14666","LCA5","167691","75782","Lca5"
"14667","OLIG3","167826","94222","Olig3"
"14668","TXLNB","167838","378431","Txlnb"
"14669","DACT2","168002","240025","Dact2"
"14670","C6orf118","168090","66931","1700010I14Rik"
"14671","GALNTL5","168391","67909","Galntl5"
"14672","RNF133","168433","386611","Rnf133"
"14673","CCDC71L","168455","72123","Ccdc71l"
"14674","PKD1L1","168507","171395","Pkd1l1"
"14675","GIMAP7","168537","231932","Gimap7"
"14676","ZNF467","168544","68910","Zfp467"
"14677","BHLHA15","168620","17341","Bhlha15"
"14678","BMPER","168667","73230","Bmper"
"14679","ZNF800","168850","627049","Zfp800"
"14680","CNBD1","168975","435772","Cnbd1"
"14681","SLC30A8","169026","239436","Slc30a8"
"14682","COL22A1","169044","69700","Col22a1"
"14683","SNX31","169166","66696","Snx31"
"14684","TMEM64","169200","100201","Tmem64"
"14685","IDO2","169355","209176","Ido2"
"14686","STKLD1","169436","279029","Stkld1"
"14687","KCNV2","169522","240595","Kcnv2"
"14688","OLFML2A","169611","241327","Olfml2a"
"14689","TMEM252","169693","226040","Tmem252"
"14690","QSOX2","169714","227638","Qsox2"
"14691","GLIS3","169792","226075","Glis3"
"14692","ZNF169","169841","67911","Zfp169"
"14693","FAM46D","169966","213449","Fam46d"
"14694","TCEANC","170082","245695","Tceanc"
"14695","ZCCHC12","170261","72693","Zcchc12"
"14696","ARX","170302","11878","Arx"
"14697","FAM170B","170370","105511","Fam170b"
"14698","C10orf128","170371","69069","1810011H11Rik"
"14699","FUT11","170384","73068","Fut11"
"14700","OIT3","170392","18302","Oit3"
"14701","PWWP2B","170394","101631","Pwwp2b"
"14702","SSBP4","170463","76900","Ssbp4"
"14703","CLEC4C","170482","69810","Clec4b1"
"14704","ACTL10","170487","70362","Actl10"
"14705","DHX36","170506","72162","Dhx36"
"14706","GIMAP1","170575","16205","Gimap1"
"14707","GPHA2","170589","170458","Gpha2"
"14708","S100Z","170591","268686","S100z"
"14709","PSORS1C2","170680","57390","Psors1c2"
"14710","ADAMTS15","170689","235130","Adamts15"
"14711","ADAMTS16","170690","271127","Adamts16"
"14712","ADAMTS17","170691","233332","Adamts17"
"14713","ADAMTS18","170692","208936","Adamts18"
"14714","GSX2","170825","14843","Gsx2"
"14715","KCNG3","170850","225030","Kcng3"
"14716","PPP1R18","170954","76448","Ppp1r18"
"14717","ANKRD24","170961","70615","Ankrd24"
"14718","ZNF384","171017","269800","Zfp384"
"14719","ADAMTS19","171019","240322","Adamts19"
"14720","ASXL1","171023","228790","Asxl1"
"14721","SYNPO2","171024","118449","Synpo2"
"14722","SPACA4","171169","69363","Spaca4"
"14723","RHOV","171177","228543","Rhov"
"14724","NLRP6","171389","101613","Nlrp6"
"14725","CLYBL","171425","69634","Clybl"
"14726","SPTSSA","171546","104725","Sptssa"
"14727","PTCRA","171558","19208","Ptcra"
"14728","POLR3H","171568","78929","Polr3h"
"14729","ABHD3","171586","106861","Abhd3"
"14730","PGAM5","192111","72542","Pgam5"
"14731","B3GNT6","192134","272411","B3gnt6"
"14732","HIGD2A","192286","67044","Higd2a"
"14733","KRT24","192666","75706","Krt24"
"14734","CYS1","192668","12879","Cys1"
"14735","AGO3","192669","214150","Ago3"
"14736","AGO4","192670","76850","Ago4"
"14737","SCAMP5","192683","56807","Scamp5"
"14738","SDR16C5","195814","242285","Sdr16c5"
"14739","AAED1","195827","66129","Aaed1"
"14740","ZNF367","195828","238673","Zfp367"
"14741","ANTXRL","195977","239029","Antxrl"
"14742","PLPP4","196051","381925","Plpp4"
"14743","METTL15","196074","76894","Mettl15"
"14744","MPZL3","196264","319742","Mpzl3"
"14745","IMMP1L","196294","66541","Immp1l"
"14746","OR56B4","196335","257914","Olfr663"
"14747","KRT78","196374","332131","Krt78"
"14748","RILPL2","196383","80291","Rilpl2"
"14749","DNAH10","196385","56087","Dnah10"
"14750","AMN1","196394","232566","Amn1"
"14751","DTX3","196403","80904","Dtx3"
"14752","METTL7B","196410","71664","Mettl7b"
"14753","ZFC3H1","196441","216345","Zfc3h1"
"14754","MYRFL","196446","237558","Myrfl"
"14755","PLBD2","196463","71772","Plbd2"
"14756","CCER1","196477","66716","Ccer1"
"14757","EEF2KMT","196483","70511","Eef2kmt"
"14758","PIANP","196500","319352","Pianp"
"14759","DCP1B","196513","319618","Dcp1b"
"14760","ANO6","196527","105722","Ano6"
"14761","ARID2","196528","77044","Arid2"
"14762","METTL21C","196541","433294","Mettl21c"
"14763","VSTM4","196740","320736","Vstm4"
"14764","PAOX","196743","212503","Paox"
"14765","ADCY4","196883","104110","Adcy4"
"14766","FAM227B","196951","75823","Fam227b"
"14767","GRAMD2A","196996","546134","Gramd2"
"14768","LCTL","197021","235435","Lctl"
"14769","UBR1","197131","22222","Ubr1"
"14770","PATL2","197135","67578","Patl2"
"14771","LDHD","197257","52815","Ldhd"
"14772","FUK","197258","234730","Fuk"
"14773","MLKL","197259","74568","Mlkl"
"14774","ZNF778","197320","22688","Zfp26"
"14775","ACSF3","197322","257633","Acsf3"
"14776","WDR90","197335","106618","Wdr90"
"14777","EME2","197342","193838","Eme2"
"14778","CASP16P","197350","381070","Casp16-ps"
"14779","NLRC3","197358","268857","Nlrc3"
"14780","NSMCE1","197370","67711","Nsmce1"
"14781","ZNF48","197407","233887","Zfp553"
"14782","LKAAEAR1","198437","277496","Lkaaear1"
"14783","DZIP1L","199221","72507","Dzip1l"
"14784","TTC21A","199223","74052","Ttc21a"
"14785","MCEMP1","199675","69189","Mcemp1"
"14786","ZNF627","199692","237775","Zfp867"
"14787","DAND5","199699","23863","Dand5"
"14788","ZNF585A","199704","22689","Zfp27"
"14789","GGN","199720","243897","Ggn"
"14790","CADM4","199731","260299","Cadm4"
"14791","FAM129C","199786","100037278","Fam129c"
"14792","ALG14","199857","66789","Alg14"
"14793","FAM76A","199870","230789","Fam76a"
"14794","FYB2","199920","242594","Fyb2"
"14795","TMEM201","199953","230917","Tmem201"
"14796","TMEM61","199964","329909","Tmem61"
"14797","FAAP20","199990","67513","Faap20"
"14798","CDCP2","200008","242603","Cdcp2"
"14799","SLC5A9","200010","230612","Slc5a9"
"14800","CC2D1B","200014","319965","Cc2d1b"
"14801","NUDT17","200035","78373","Nudt17"
"14802","TXLNA","200081","109658","Txlna"
"14803","TCTEX1D1","200132","67344","Tctex1d1"
"14804","PLD5","200150","319455","Pld5"
"14805","C1orf100","200159","69428","1700016C15Rik"
"14806","SPAG17","200162","74362","Spag17"
"14807","SLFNL1","200172","194219","Slfnl1"
"14808","KRTCAP2","200185","66059","Krtcap2"
"14809","CRTC2","200186","74343","Crtc2"
"14810","IBA57","200205","216792","Iba57"
"14811","RNF215","200312","71673","Rnf215"
"14812","CFAP221","200373","226356","Cfap221"
"14813","VWA3B","200403","70853","Vwa3b"
"14814","CREG2","200407","263764","Creg2"
"14815","TET3","200424","194388","Tet3"
"14816","GKN2","200504","66284","Gkn2"
"14817","TEX37","200523","74221","Tex37"
"14818","ANKRD23","200539","78321","Ankrd23"
"14819","APLF","200558","72103","Aplf"
"14820","PIKFYVE","200576","18711","Pikfyve"
"14821","KRTCAP3","200634","69815","Krtcap3"
"14822","TMEM17","200728","103765","Tmem17"
"14823","SPRED2","200734","114716","Spred2"
"14824","C3orf67","200844","74430","4930452B06Rik"
"14825","KCTD6","200845","71393","Kctd6"
"14826","LIPH","200879","239759","Liph"
"14827","ARL13B","200894","68146","Arl13b"
"14828","SLC51A","200931","106407","Slc51a"
"14829","FBXO45","200933","268882","Fbxo45"
"14830","KLHDC8B","200942","78267","Klhdc8b"
"14831","MUC20","200958","224116","Muc20"
"14832","GABRR3","200959","328699","Gabrr3"
"14833","CEP112","201134","76380","Cep112"
"14834","DHRS7C","201140","68460","Dhrs7c"
"14835","CENPV","201161","73139","Cenpv"
"14836","FLCN","201163","216805","Flcn"
"14837","ARHGAP27","201176","544817","Arhgap27"
"14838","SAMD14","201191","217125","Samd14"
"14839","LYRM9","201229","66274","Lyrm9"
"14840","SLC16A13","201232","69309","Slc16a13"
"14841","SPEM2","201243","108803","Spem2"
"14842","CENPX","201254","20892","Cenpx"
"14843","LRRC45","201255","217366","Lrrc45"
"14844","SLC39A11","201266","69806","Slc39a11"
"14845","TRIM65","201292","338364","Trim65"
"14846","UNC13D","201294","70450","Unc13d"
"14847","RDM1","201299","66599","Rdm1"
"14848","SPNS3","201305","77577","Spns3"
"14849","FBXO15","201456","50764","Fbxo15"
"14850","RAB12","201475","19328","Rab12"
"14851","ZBTB7C","201501","207259","Zbtb7c"
"14852","HACD2","201562","70757","Hacd2"
"14853","STT3B","201595","68292","Stt3b"
"14854","DNAH12","201625","110083","Dnah12"
"14855","PDE12","201626","211948","Pde12"
"14856","DENND6A","201627","211922","Dennd6a"
"14857","TIGIT","201633","100043314","Tigit"
"14858","C4orf46","201725","75939","4930579G24Rik"
"14859","SLC10A4","201780","231290","Slc10a4"
"14860","TIGD4","201798","403175","Tigd4"
"14861","TMEM154","201799","320782","Tmem154"
"14862","SMIM14","201895","68552","Smim14"
"14863","TMEM192","201931","73067","Tmem192"
"14864","RWDD4","201965","192174","Rwdd4a"
"14865","PRIMPOL","201973","408022","Primpol"
"14866","TAPT1","202018","231225","Tapt1"
"14867","SPATA24","202051","71242","Spata24"
"14868","DNAJC18","202052","76594","Dnajc18"
"14869","RANBP3L","202151","223332","Ranbp3l"
"14870","CCDC125","202243","76041","Ccdc125"
"14871","GAPT","202309","238875","Gapt"
"14872","STK32A","202374","269019","Stk32a"
"14873","TCTE1","202500","21645","Tcte1"
"14874","KHDRBS2","202559","170771","Khdrbs2"
"14875","TMEM184A","202915","231832","Tmem184a"
"14876","ADCK5","203054","268822","Adck5"
"14877","TUBB","203068","22154","Tubb5"
"14878","PRSS55","203074","71037","Prss55"
"14879","C8orf74","203076","67750","4930578I06Rik"
"14880","HTRA4","203100","330723","Htra4"
"14881","ADAM32","203102","353188","Adam32"
"14882","ERICH5","203111","239368","Erich5"
"14883","LGI3","203190","213469","Lgi3"
"14884","TMEM268","203197","230279","Tmem268"
"14885","C9orf72","203228","73205","3110043O21Rik"
"14886","CCDC171","203238","320226","Ccdc171"
"14887","NAIF1","203245","71254","Naif1"
"14888","FAM219A","203259","71901","Fam219a"
"14889","CCDC107","203260","622404","Ccdc107"
"14890","ANKS6","203286","75691","Anks6"
"14891","SUSD3","203328","66329","Susd3"
"14892","SLC25A43","203427","194744","Slc25a43"
"14893","RTL3","203430","213436","Rtl3"
"14894","NRK","203447","27206","Nrk"
"14895","INTS6L","203522","236790","Ints6l"
"14896","ZNF449","203523","78619","Zfp449"
"14897","ANO5","203859","233246","Ano5"
"14898","CERS3","204219","545975","Cers3"
"14899","PDILT","204474","71830","Pdilt"
"14900","HIPK1","204851","15257","Hipk1"
"14901","SLC44A5","204962","242259","Slc44a5"
"14902","AMER3","205147","211383","Amer3"
"14903","C2orf69","205327","73467","1700066M21Rik"
"14904","C3orf58","205428","68861","1190002N15Rik"
"14905","SENP5","205564","320213","Senp5"
"14906","USF3","205717","207806","Usf3"
"14907","TRIML2","205860","622117","Triml2"
"14908","LVRN","206338","74574","Lvrn"
"14909","SLC36A1","206358","215335","Slc36a1"
"14910","C6orf163","206412","214568","Gm136"
"14911","DHRSX","207063","236082","Dhrsx"
"14912","SAMD9L","219285","209086","Samd9l"
"14913","AMER2","219287","72125","Amer2"
"14914","USP12","219333","22217","Usp12"
"14915","MTIF3","219402","76366","Mtif3"
"14916","GSX1","219409","14842","Gsx1"
"14917","OR8U1","219417","259013","Olfr1044"
"14918","OR4C16","219428","258453","Olfr1209"
"14919","OR4C11","219429","258896","Olfr1206"
"14920","OR4S2","219431","329460","Olfr1193"
"14921","OR4C6","219432","258785","Olfr1230"
"14922","OR5D14","219436","258105","Olfr1162"
"14923","OR5L1","219437","258846","Olfr1157"
"14924","OR5D18","219438","258636","Olfr1155"
"14925","OR5AS1","219447","258586","Olfr1111"
"14926","OR8K5","219453","257974","Olfr1053"
"14927","OR5T2","219464","258585","Olfr1086"
"14928","OR8H1","219469","258764","Olfr1099"
"14929","OR8K3","219473","259021","Olfr1054"
"14930","OR5R1","219479","259015","Olfr1038-ps"
"14931","OR5M3","219482","258572","Olfr1032"
"14932","OR5M8","219484","257916","Olfr1031"
"14933","OR5M11","219487","257936","Olfr1028"
"14934","OR5AR1","219493","259017","Olfr1019"
"14935","LRRC55","219527","241528","Lrrc55"
"14936","SMTNL1","219537","68678","Smtnl1"
"14937","YPEL4","219539","241525","Ypel4"
"14938","MED19","219541","381379","Med19"
"14939","TEX47","219557","70920","Tex47"
"14940","ZNF804B","219578","207618","Zfp804b"
"14941","CABCOCO1","219621","73287","Cabcoco1"
"14942","TMEM26","219623","327766","Tmem26"
"14943","ZCCHC24","219654","71918","Zcchc24"
"14944","ENKUR","219670","71233","Enkur"
"14945","ARMC3","219681","70882","Armc3"
"14946","UNC5B","219699","107449","Unc5b"
"14947","STOX1","219736","216021","Stox1"
"14948","FAM241B","219738","69894","Fam241b"
"14949","TYSND1","219743","71767","Tysnd1"
"14950","ZNF25","219749","22750","Zfp9"
"14951","GJD4","219770","225152","Gjd4"
"14952","CCNY","219771","67974","Ccny"
"14953","RTKN2","219790","170799","Rtkn2"
"14954","TBATA","219793","65971","Tbata"
"14955","HYLS1","219844","76832","Hyls1"
"14956","TMEM218","219854","66279","Tmem218"
"14957","SLC37A2","219855","56857","Slc37a2"
"14958","OR8B12","219858","258882","Olfr874"
"14959","OR8G5","219865","258741","Olfr935"
"14960","OR10G9","219870","259112","Olfr979"
"14961","OR10S1","219873","258853","Olfr982"
"14962","OR4D5","219875","258601","Olfr984"
"14963","TBCEL","219899","272589","Tbcel"
"14964","TMEM136","219902","235300","Tmem136"
"14965","MRPL21","219927","353242","Mrpl21"
"14966","TPCN2","219931","233979","Tpcn2"
"14967","SPATA19","219938","75469","Spata19"
"14968","OR9I1","219954","258151","Olfr1505"
"14969","OR9Q1","219956","258097","Olfr1500"
"14970","OR9Q2","219957","258736","Olfr1497"
"14971","OR1S1","219959","258991","Olfr1496"
"14972","OR10Q1","219960","258992","Olfr1494"
"14973","OR5B17","219965","258686","Olfr1467"
"14974","OR5B21","219968","258697","Olfr1444"
"14975","MPEG1","219972","17476","Mpeg1"
"14976","OR5A1","219982","258677","Olfr76"
"14977","OR4D6","219983","258673","Olfr1428"
"14978","OR4D11","219986","258675","Olfr1423"
"14979","PATL1","219988","225929","Patl1"
"14980","OOSP2","219990","225922","Oosp2"
"14981","MS4A15","219995","545279","Ms4a15"
"14982","VWCE","220001","71768","Vwce"
"14983","CYB561A3","220002","225912","Cyb561a3"
"14984","PPP1R32","220004","67752","Ppp1r32"
"14985","GDPD4","220032","233537","Gdpd4"
"14986","DDIAS","220042","74041","Ddias"
"14987","CCDC83","220047","75338","Ccdc83"
"14988","ORAOV1","220064","72284","Oraov1"
"14989","LRTOMT","220074","791260","Tomt"
"14990","ERICH6B","220081","75272","Erich6b"
"14991","SPERT","220082","67926","Spert"
"14992","DLEU7","220107","239133","Dleu7"
"14993","FAM124A","220108","629059","Fam124a"
"14994","SKA1","220134","66468","Ska1"
"14995","CFAP53","220136","74453","Cfap53"
"14996","DOK6","220164","623279","Dok6"
"14997","ATOH7","220202","53404","Atoh7"
"14998","OTUD1","220213","71198","Otud1"
"14999","HEPACAM","220296","72927","Hepacam"
"15000","OAF","220323","102644","Oaf"
"15001","TIGD3","220359","332359","Tigd3"
"15002","FAM181B","220382","58238","Fam181b"
"15003","CCDC89","220388","70054","Ccdc89"
"15004","LRRC63","220416","70859","Lrrc63"
"15005","RNF152","220441","320311","Rnf152"
"15006","ZNF438","220929","240186","Zfp438"
"15007","SLC16A9","220963","66859","Slc16a9"
"15008","FAM13C","220965","71721","Fam13c"
"15009","MARCH8","220972","71779","March8"
"15010","RASGEF1A","221002","70727","Rasgef1a"
"15011","REEP3","221035","28193","Reep3"
"15012","JMJD1C","221037","108829","Jmjd1c"
"15013","UCMA","221044","68527","Ucma"
"15014","FAM171A1","221061","269233","Fam171a1"
"15015","SLC39A12","221074","277468","Slc39a12"
"15016","NSUN6","221078","74455","Nsun6"
"15017","ARL5B","221079","75869","Arl5b"
"15018","LRRN4CL","221091","68852","Lrrn4cl"
"15019","HNRNPUL2","221092","68693","Hnrnpul2"
"15020","ALKBH3","221120","69113","Alkbh3"
"15021","EEF1AKMT1","221143","68043","Eef1akmt1"
"15022","SKA3","221150","219114","Ska3"
"15023","MICU2","221154","68514","Micu2"
"15024","SPATA13","221178","219140","Spata13"
"15025","CPNE2","221184","234577","Cpne2"
"15026","ADGRG5","221188","382045","Adgrg5"
"15027","PRSS54","221191","70993","Prss54"
"15028","CES5A","221223","67935","Ces5a"
"15029","AK9","221264","633979","Ak9"
"15030","NT5DC1","221294","319638","Nt5dc1"
"15031","CALHM4","221301","270711","Fam26d"
"15032","ZUFSP","221302","72580","Zufsp"
"15033","FAM162B","221303","77296","Fam162b"
"15034","TBC1D32","221322","544696","Tbc1d32"
"15035","BEND6","221336","320705","Bend6"
"15036","GSTA5","221357","14857","Gsta1"
"15037","OPN5","221391","353344","Opn5"
"15038","ADGRF4","221393","78249","Adgrf4"
"15039","ADGRF5","221395","224792","Adgrf5"
"15040","TDRD6","221400","210510","Tdrd6"
"15041","SPATS1","221409","71020","Spats1"
"15042","RSPH9","221421","75564","Rsph9"
"15043","LRRC73","221424","224813","Lrrc73"
"15044","OARD1","221443","106821","Oard1"
"15045","KIF6","221458","319991","Kif6"
"15046","TMEM217","221468","71138","Tmem217"
"15047","FGD2","221472","26382","Fgd2"
"15048","PI16","221476","74116","Pi16"
"15049","C6orf89","221477","80748","BC004004"
"15050","ARMC12","221481","67645","Armc12"
"15051","LEMD2","221496","224640","Lemd2"
"15052","ZBTB9","221504","474156","Zbtb9"
"15053","ZBTB12","221527","193736","Zbtb12"
"15054","C6orf136","221545","69662","2310061I04Rik"
"15055","HIST1H2AA","221613","319169","Hist1h2ak"
"15056","RBM24","221662","666794","Rbm24"
"15057","RNF182","221687","328234","Rnf182"
"15058","PHACTR1","221692","218194","Phactr1"
"15059","SMIM13","221710","108934","Smim13"
"15060","SYCP2L","221711","637277","Sycp2l"
"15061","PXDC1","221749","66895","Pxdc1"
"15062","ZSCAN25","221785","666311","Zscan25"
"15063","VWDE","221806","232585","Vwde"
"15064","PRPS1L1","221823","75456","Prps1l1"
"15065","TWISTNB","221830","28071","Twistnb"
"15066","SP8","221833","320145","Sp8"
"15067","JAZF1","221895","231986","Jazf1"
"15068","PPP1R35","221908","69871","Ppp1r35"
"15069","GPC2","221914","71951","Gpc2"
"15070","BRAT1","221927","231841","Brat1"
"15071","SDK1","221935","330222","Sdk1"
"15072","FOXK1","221937","17425","Foxk1"
"15073","MMD2","221938","75104","Mmd2"
"15074","DAGLB","221955","231871","Daglb"
"15075","THSD7A","221981","330267","Thsd7a"
"15076","VSTM2A","222008","211739","Vstm2a"
"15077","TMED4","222068","103694","Tmed4"
"15078","PRR15","222171","78004","Prr15"
"15079","RSBN1L","222194","242860","Rsbn1l"
"15080","KIAA1324L","222223","231014","9330182L06Rik"
"15081","LRWD1","222229","71735","Lrwd1"
"15082","FAM185A","222234","330050","Fam185a"
"15083","FBXL13","222235","320118","Fbxl13"
"15084","NAPEPLD","222236","242864","Napepld"
"15085","ATXN7L1","222255","380753","Atxn7l1"
"15086","CDHR3","222256","68764","Cdhr3"
"15087","BEND7","222389","209645","Bend7"
"15088","LNX2","222484","140887","Lnx2"
"15089","ADGRG3","222487","54672","Adgrg3"
"15090","HS3ST5","222537","319415","Hs3st5"
"15091","GPRC6A","222545","210198","Gprc6a"
"15092","RFX6","222546","320995","Rfx6"
"15093","SLC35F1","222553","215085","Slc35f1"
"15094","FAM83B","222584","208994","Fam83b"
"15095","ADGRF2","222611","435529","Adgrf2"
"15096","TSPO2","222642","70026","Tspo2"
"15097","UNC5CL","222643","76589","Unc5cl"
"15098","KCTD20","222658","66989","Kctd20"
"15099","LHFPL5","222662","328789","Lhfpl5"
"15100","SCUBE3","222663","268935","Scube3"
"15101","NKAPL","222698","66707","Nkapl"
"15102","FAM217A","222826","71864","Fam217a"
"15103","TMEM130","222865","243339","Tmem130"
"15104","FERD3L","222894","114712","Ferd3l"
"15105","NYAP1","222950","243300","Nyap1"
"15106","SLC29A4","222962","243328","Slc29a4"
"15107","RSPH10B","222967","75136","Rsph10b"
"15108","CCDC129","223075","232016","Ccdc129"
"15109","ZNRF2","223082","387524","Znrf2"
"15110","SEMA3D","223117","108151","Sema3d"
"15111","MAPK15","225689","332110","Mapk15"
"15112","SPDYA","245711","70891","Spdya"
"15113","VGLL2","245806","215031","Vgll2"
"15114","CNPY4","245812","66455","Cnpy4"
"15115","DEFB113","245927","654460","Defb18"
"15116","DEFB116","245930","75400","Defb29"
"15117","DEFB119","245932","246700","Defb19"
"15118","DEFB130A","245940","654465","Defb47"
"15119","ATP6V0D2","245972","242341","Atp6v0d2"
"15120","ATP6V1C2","245973","68775","Atp6v1c2"
"15121","CNOT6L","246175","231464","Cnot6l"
"15122","GAS2L2","246176","237891","Gas2l2"
"15123","CDC26","246184","66440","Cdc26"
"15124","SLC17A8","246213","216227","Slc17a8"
"15125","RNASEH1","246243","19819","Rnaseh1"
"15126","AFG1L","246269","215951","Afg1l"
"15127","STAC3","246329","237611","Stac3"
"15128","PELI3","246330","240518","Peli3"
"15129","SPESP1","246777","66712","Spesp1"
